6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,20,6,6,6
6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,-1,-1,-1,-1,-1,102,6,6,6,6,6,6
6,6,6,6,104,6,6,6,6,6,6,6,100,6,103,6,6,6,-1,21,21,21,21,-1,6,6,6,6,6,6
6,6,6,6,1,1,6,6,6,6,6,6,6,1,1,6,6,6,2,2,2,2,2,2,6,6,6,6,6,6
6,6,6,6,1,1,6,6,6,6,6,6,6,1,1,6,6,6,-1,22,-1,-1,22,-1,6,6,6,6,6,6
6,6,6,6,6,6,6,6,6,6,6,24,6,6,6,6,6,6,-1,101,-1,-1,-1,-1,6,6,6,6,6,6
6,6,6,6,6,6,6,6,6,5,6,6,6,6,6,6,6,6,-1,21,21,21,21,-1,6,23,6,6,6,6
6,6,6,6,6,6,6,6,1,1,6,6,6,6,6,6,6,6,2,2,2,2,2,2,6,6,6,6,6,6
6,6,6,6,6,6,6,6,1,1,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
